Timestamp,Gender,Age_Range,Admission_Year,Faculty,Level_of_Study ,Parental_Level_of_Education,  Financial_Support_Source,  CGPA_Range,  Hours_of_Study_per_Week,  Class_Attendance,Accommodation_Type,Do_you_work_while_studying?,Internet_Access,  Participation_in_Clubs/Activities,  Scholarship_Status,"Do_you_receive_academic_support_(tutorials, mentorship, etc.)?",Health_Challenges,School_Activities_Stress,Dropout_Intention?
12/5/2025 22:10:36,Male,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/5/2025 22:19:52,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/5/2025 22:21:34,Male,20–23 years,2024/2025,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Regular,Squatting,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 22:23:51,Female,16–19 years,2024/2025,Arts and Social Science (FASS),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 22:23:58,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 22:24:08,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/5/2025 22:25:36,Male,16–19 years,2024/2025,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/5/2025 22:29:00,Female,20–23 years,2021/2022,Computing and Informatics (FCI),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/5/2025 22:30:17,Male,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,Yes,Good,Yes,No,Yes,No,Very Stressful,No
12/5/2025 23:00:35,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/5/2025 23:11:39,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Moderately Stressful,No
12/5/2025 23:22:49,Male,16–19 years,2024/2025,Engineering and Technology (FET),200 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 0:11:50,Male,20–23 years,2024/2025,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 0:16:59,Male,16–19 years,2022/2023,Computing and Informatics (FCI),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Above 20 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 0:20:15,Male,24–27 years,2022/2023,Engineering and Technology (FET),500 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 4:53:56,Female,16–19 years,2022/2023,Engineering and Technology (FET),300 Level,None,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 6:32:46,Female,16–19 years,2023/2024,Computing and Informatics (FCI),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 6:41:52,Male,20–23 years,2022/2023,Computing and Informatics (FCI),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Moderately Stressful,No
12/6/2025 6:48:46,Female,20–23 years,2024/2025,Computing and Informatics (FCI),300 Level,Master’s Degree,Scholarship,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Poor,No,Yes,No,"Yes, Minor",Very Stressful,Not Sure
12/6/2025 6:57:39,Male,24–27 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 6:58:56,Male,20–23 years,2021/2022,Environmental Sciences (FES),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 7:05:41,Female,16–19 years,2024/2025,Basic Medical Sciences (FMBS),200 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),11–20 hours,Irregular,Hostel,No,Poor,No,No,Yes,Serious,Very Stressful,No
12/6/2025 7:06:26,Male,28–30 years,2021/2022,Engineering and Technology (FET),500 Level,None,Self-sponsored,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 7:16:10,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 7:17:35,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Irregular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Very Stressful,Not Sure
12/6/2025 7:17:59,Male,24–27 years,2022/2023,Computing and Informatics (FCI),400 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Irregular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 7:19:36,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),11–20 hours,Irregular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 7:22:57,Male,20–23 years,2021/2022,Computing and Informatics (FCI),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 7:43:00,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 8:04:29,Male,16–19 years,2025/2026,Pure and Applied Science (FPAS),100 Level,Secondary School,Self-sponsored,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,No,No,Moderately Stressful,No
12/6/2025 8:14:08,Male,20–23 years,2022/2023,Engineering and Technology (FET),400 Level,None,Self-sponsored,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Poor,No,No,No,No,Moderately Stressful,Yes
12/6/2025 8:14:08,Female,24–27 years,2022/2023,Pure and Applied Science (FPAS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 8:22:08,Female,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,Yes,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 8:26:24,Male,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 8:27:01,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,Yes,No,Yes,No,Very Stressful,No
12/6/2025 8:30:39,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Very Stressful,No
12/6/2025 8:31:52,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,Not Sure
12/6/2025 8:34:28,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Good,Yes,Yes,No,No,Very Stressful,Not Sure
12/6/2025 8:38:31,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Moderately Stressful,No
12/6/2025 8:39:34,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Squatting,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,Yes
12/6/2025 8:40:38,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 8:40:51,Female,24–27 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 8:41:09,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Squatting,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,Yes
12/6/2025 8:41:24,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 8:41:57,Female,24–27 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 8:43:08,Female,24–27 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 8:44:04,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,Yes,Poor,No,No,No,Serious,Very Stressful,No
12/6/2025 8:44:29,Female,24–27 years,2025/2026,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,"Yes, Minor",Moderately Stressful,No
12/6/2025 8:48:13,Male,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/6/2025 8:52:12,Female,24–27 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 8:53:45,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,No,No,Moderately Stressful,No
12/6/2025 8:53:49,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/6/2025 8:58:51,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 8:59:20,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Good,No,No,No,No,Very Stressful,No
12/6/2025 8:59:20,Male,24–27 years,2021/2022,Engineering and Technology (FET),500 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,Serious,Very Stressful,No
12/6/2025 9:02:21,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 9:04:44,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 9:05:55,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,No,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 9:08:16,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 9:09:06,Male,24–27 years,2021/2022,Computing and Informatics (FCI),500 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,No
12/6/2025 9:09:36,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 9:10:27,Female,16–19 years,2021/2022,Engineering and Technology (FET),500 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,Yes,"Yes, Minor",Moderately Stressful,No
12/6/2025 9:12:46,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 9:16:05,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),11–20 hours,Regular,Hostel,No,Good,No,No,Yes,No,Moderately Stressful,No
12/6/2025 9:18:43,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Irregular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 9:20:04,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Irregular,Hostel,No,Good,No,No,No,No,Moderately Stressful,No
12/6/2025 9:21:17,Male,20–23 years,2021/2022,Engineering and Technology (FET),500 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Irregular,Hostel,Yes,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 9:24:38,Female,24–27 years,2024/2025,Hi,300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,No
12/6/2025 9:26:42,Male,20–23 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Secondary School,Others,1.50 – 2.49 (Third Class),5–10 hours,Irregular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 9:28:50,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,Not Sure
12/6/2025 9:35:15,Male,20–23 years,2024/2025,Pure and Applied Science (FPAS),300 Level,Secondary School,Others,1.50 – 2.49 (Third Class),5–10 hours,Irregular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 9:40:16,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 9:44:48,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,No,No,No,No,Very Stressful,No
12/6/2025 9:48:43,Female,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),400 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Good,No,No,Yes,"Yes, Minor",Very Stressful,No
12/6/2025 9:49:39,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Squatting,Yes,Manage,No,No,No,No,Very Stressful,No
12/6/2025 9:51:58,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 9:55:17,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Regular,Hostel,No,Manage,Yes,No,Yes,No,Very Stressful,No
12/6/2025 10:01:08,Male,20–23 years,2022/2023,Environmental Sciences (FES),400 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Good,Yes,No,No,No,Moderately Stressful,No
12/6/2025 10:31:04,Male,20–23 years,2022/2023,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,,,,"Yes, Minor",,No
12/6/2025 10:37:29,Male,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Poor,No,No,No,No,Very Stressful,No
12/6/2025 10:52:31,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Manage,No,No,No,"Yes, Minor",Moderately Stressful,No
12/6/2025 10:57:46,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,4.50 – 5.00 (First Class),Less than 5 hours,Irregular,Hostel,No,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 11:05:10,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Good,Yes,No,Yes,No,Very Stressful,No
12/6/2025 11:10:21,Male,20–23 years,2023/2024,Computing and Informatics (FCI),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 11:13:31,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Good,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 11:17:13,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,4.50 – 5.00 (First Class),5–10 hours,Regular,Hostel,Yes,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 11:36:25,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Moderately Stressful,No
12/6/2025 11:42:04,Female,20–23 years,2022/2023,Arts and Social Science (FASS),400 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 11:44:13,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 11:58:03,Male,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Squatting,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 12:08:18,Female,24–27 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 12:11:38,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 12:12:44,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 12:16:41,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Secondary School,Parents/Guardians,2.50 – 3.49 (Second Class Lower),Less than 5 hours,Regular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/6/2025 12:18:21,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Not Stressful,No
12/6/2025 12:23:29,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Not Stressful,No
12/6/2025 12:32:03,Female,20–23 years,2021/2022,Pure and Applied Science (FPAS),500 Level,Bachelor’s Degree,Parents/Guardians,2.50 – 3.49 (Second Class Lower),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,No,Moderately Stressful,No
12/6/2025 13:01:32,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,No,Poor,No,No,No,No,Very Stressful,No
12/6/2025 13:03:05,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 13:29:35,Female,20–23 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,No,Manage,Yes,No,No,No,Very Stressful,No
12/6/2025 13:33:18,Female,24–27 years,2022/2023,Pure and Applied Science (FPAS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,Yes,Manage,No,No,Yes,No,Very Stressful,No
12/6/2025 13:34:55,Female,16–19 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,No,Manage,No,No,No,No,Very Stressful,No
12/6/2025 13:40:25,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Master’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),Less than 5 hours,Regular,Hostel,No,Good,No,No,Yes,No,Very Stressful,No
12/6/2025 13:48:47,Male,16–19 years,2024/2025,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),11–20 hours,Regular,Hostel,Yes,Good,Yes,Yes,No,No,Moderately Stressful,No
12/6/2025 14:02:55,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Bachelor’s Degree,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Hostel,Yes,Manage,No,No,No,"Yes, Minor",Very Stressful,No
12/6/2025 14:03:52,Female,20–23 years,2023/2024,Food & Consumer Sciences (FFCS),300 Level,Some College,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Irregular,Hostel,Yes,Manage,No,,No,"Yes, Minor",Very Stressful,No
12/6/2025 14:48:30,Female,20–23 years,2023/2024,Pure and Applied Science (FPAS),300 Level,Secondary School,Parents/Guardians,3.50 – 4.49 (Second Class Upper),5–10 hours,Regular,Squatting,Yes,Poor,No,No,Yes,No,Very Stressful,No
